"Data Source","World Development Indicators",

"Last Updated Date","2017-11-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Antigua and Barbuda","ATG","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.2210006713867","56.2309989929199","55.867000579834","56.9500007629395","58.3769989013672","58.2480010986328","58.0499992370605","58.4290008544922","58.7820014953613","59.5060005187988","59.2690010070801","59.523998260498","59.9659996032715","60.1730003356934","61.2649993896484","61.7869987487793","62.4830017089844","62.8279991149902","61.8569984436035","62.125","62.265998840332","61.8650016784668","61.3400001525879","60.8629989624023","60.7809982299805","60.8919982910156","60.9710006713867",
"Austria","AUT","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.1749992370605","54.7550010681152","54.5429992675781","56.5200004577637","56.4090003967285","55.2690010070801","55.3400001525879","55.0050010681152","55.6479988098145","55.568000793457","56","56.0559997558594","56.3470001220703","54.9640007019043","55.6440010070801","56.5060005187988","57.5359992980957","58.1160011291504","57.5470008850098","57.6040000915527","57.8880004882813","57.976001739502","57.7299995422363","56.8409996032715","56.7910003662109","56.5099983215332","56.3650016784668",
"Azerbaijan","AZE","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.0719985961914","59.2309989929199","60.2109985351563","60.8899993896484","61.2680015563965","61.3660011291504","59.9589996337891","59.3759994506836","60.5149993896484","56.3289985656738","56.8240013122559","57.2949981689453","57.6860008239746","58.3370018005371","58.701000213623","59.0439987182617","59.181999206543","60.3479995727539","61.0340003967285","60.8899993896484","60.6650009155273","60.9490013122559","61.3600006103516","61.5309982299805","61.7809982299805","61.8919982910156","61.8950004577637",
"Burundi","BDI","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.713996887207","88.2020034790039","87.625","86.9580001831055","86.2440032958984","85.5120010375977","84.6890029907227","83.8050003051758","83.4940032958984","83.0989990234375","82.7570037841797","82.3919982910156","82.0500030517578","81.75","81.5390014648438","81.3779983520508","81.2949981689453","81.2809982299805","81.3529968261719","81.495002746582","81.6729965209961","81.8860015869141","82.1060028076172","82.3089981079102","82.3199996948242","82.338996887207","82.2710037231445",
"Belgium","BEL","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.8110008239746","46.173999786377","45.5750007629395","45.3279991149902","45.7099990844727","45.5530014038086","45.882999420166","45.9420013427734","47.3419990539551","48.7560005187988","47.640998840332","48.0299987792969","47.7060012817383","48.5800018310547","48.8769989013672","48.8139991760254","49.7379989624023","50.0009994506836","49.2820014953613","49.6030006408691","49.375","49.2109985351563","49.0550003051758","49.0349998474121","49.0530014038086","49.0950012207031","48.9889984130859",
"Benin","BEN","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.927001953125","71.515998840332","71.8629989624023","72.015998840332","72.2129974365234","72.2829971313477","72.1460037231445","71.9520034790039","71.9059982299805","71.8109970092773","71.6859970092773","71.504997253418","71.2279968261719","71.5690002441406","71.4649963378906","71.2979965209961","71.1640014648438","71.0039978027344","70.8330001831055","70.7300033569336","70.7959976196289","70.8290023803711","70.8610000610352","70.9010009765625","70.9359970092773","70.9609985351563","70.9830017089844",
"Burkina Faso","BFA","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.0339965820313","81.4150009155273","80.7870025634766","81.2710037231445","81.2880020141602","81.3109970092773","81.3919982910156","81.25","81.2399978637695","81.1019973754883","81.4010009765625","80.7080001831055","81.4209976196289","80.7829971313477","80.120002746582","81.5189971923828","80.7559967041016","80.7689971923828","80.8430023193359","80.8050003051758","80.8479995727539","80.8140029907227","80.8119964599609","80.8190002441406","80.9199981689453","80.9410018920898","80.9189987182617",
"Bangladesh","BGD","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.8779983520508","71.9209976196289","72.1900024414063","71.0029983520508","69.6630020141602","69.5940017700195","67.5630035400391","69.0009994506836","67.4520034790039","68.1679992675781","67.3669967651367","66.5609970092773","65.1279983520508","64.2590026855469","63.6119995117188","62.6759986877441","62.2070007324219","61.9910011291504","59.9589996337891","59.4819984436035","59.4029998779297","59.3429985046387","59.4300003051758","59.443000793457","59.5880012512207","59.681999206543","59.7550010681152",
"Bulgaria","BGR","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.4519996643066","49.6020011901855","44.4770011901855","44.5050010681152","46.0789985656738","46.4729995727539","45.548999786377","45.5349998474121","43.7070007324219","41.742000579834","41.2820014953613","41.8079986572266","43.2620010375977","44.810001373291","45.1790008544922","47.5369987487793","49.9959983825684","51.976001739502","50.5880012512207","47.8429985046387","46.6110000610352","46.5499992370605","46.8709983825684","47.943000793457","49.2089996337891","49.7919998168945","49.6730003356934",
"Bahrain","BHR","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.6279983520508","63.6920013427734","63.898998260498","64.1989974975586","64.5","64.1709976196289","63.9010009765625","63.9090003967285","64.2170028686523","64.7519989013672","64.7190017700195","64.4759979248047","64.5530014038086","64.8339996337891","65.9069976806641","66.5530014038086","67.3539962768555","68.2890014648438","69.2809982299805","70.2440032958984","69.6259994506836","69.0989990234375","68.6340026855469","68.3669967651367","68.3430023193359","67.9619979858398","67.697998046875",
"Bahamas, The","BHS","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.8959999084473","62.8009986877441","64.7480010986328","64.786003112793","66.0709991455078","64.7220001220703","64.5250015258789","64.2399978637695","64.5490036010742","65.0950012207031","66.0540008544922","64.9400024414063","64.0790023803711","64.859001159668","65.1520004272461","67.4199981689453","67.5810012817383","67.6839981079102","63.4729995727539","63.5499992370605","63.3740005493164","63.7540016174316","62.1590003967285","62.140998840332","62.2070007324219","62.7490005493164","63.1839981079102",
"Bosnia and Herzegovina","BIH","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.1319999694824","34.367000579834","35.4449996948242","35.2210006713867","35.6990013122559","36.806999206543","36.7060012817383","36.359001159668","35.9379997253418","35.4739990234375","32.5470008850098","34.2799987792969","36.015998840332","33.9739990234375","35.2319984436035","30.7369995117188","32.4550018310547","35.7220001220703","35.2080001831055","34.1769981384277","33.6940002441406","33.7830009460449","33.742000579834","33.5130004882813","33.9990005493164","34.1279983520508","34.1660003662109",
"Belarus","BLR","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.8030014038086","64.8570022583008","63.9269981384277","62.9910011291504","62.0709991455078","61.1459999084473","60.1619987487793","59.2750015258789","58.4059982299805","58.4790000915527","58.5769996643066","58.6940002441406","58.8289985656738","58.9790000915527","59.2210006713867","59.3709983825684","59.5909996032715","59.8250007629395","59.9669990539551","60.1069984436035","60.1259994506836","60.2309989929199","60.3779983520508","60.4379997253418","60.4410018920898","60.2350006103516","59.9339981079102",
"Belize","BLZ","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.185001373291","55.5060005187988","52.7750015258789","52.0639991760254","51.523998260498","51.1119995117188","52.0989990234375","51.5089988708496","52.8279991149902","54.5429992675781","56.015998840332","55.9500007629395","56.3870010375977","56.8089981079102","56.7910003662109","58.4790000915527","59.701000213623","60.5060005187988","57.9990005493164","58.2820014953613","58.689998626709","58.9360008239746","61.1399993896484","61.5849990844727","62.8569984436035","62.2169990539551","61.9869995117188",
"Bermuda","BMU","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.8230018615723","63.1290016174316","63.4290008544922","65.7249984741211","65.661003112793","65.7389984130859","69.0059967041016","68.5029983520508","67.2360000610352","66.7799987792969","66.5220031738281","66.6920013427734","66.8249969482422","67.806999206543","67.1839981079102","67.6620025634766","68.0960006713867","70.0770034790039","70.004997253418","67.9830017089844","70.1549987792969","70.7779998779297","70.661003112793","70.536003112793","70.5869979858398","70.504997253418","70.5350036621094",
"Brazil","BRA","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.2779998779297","61.4290008544922","61.6539993286133","62.0250015258789","62.6110000610352","59.9290008544922","60.2929992675781","58.1119995117188","58.7859992980957","58.9199981689453","59.548999786377","59.9059982299805","59.5279998779297","60.7179985046387","62.4490013122559","62.0779991149902","62.1529998779297","63.2080001831055","63.1629981994629","62.984001159668","62.3769989013672","62.4959983825684","62.2970008850098","62.6829986572266","61.3930015563965","59.2879981994629","58.5419998168945",
"Barbados","BRB","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.060001373291","52.7729988098145","51.4070014953613","53.5970001220703","56.443000793457","59.2960014343262","59.3250007629395","60.9539985656738","62.2509994506836","63.0390014648438","62.8899993896484","61.6940002441406","61.3870010375977","62.7890014648438","63.185001373291","63.2849998474121","63.9630012512207","63.2169990539551","61.601001739502","60.7369995117188","60.4389991760254","59.1800003051758","59.2060012817383","58.4980010986328","58.7680015563965","58.4879989624023","58.2330017089844",
"Brunei Darussalam","BRN","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.3170013427734","62.4519996643066","62.6459999084473","62.9150009155273","63.4199981689453","63.726001739502","64.120002746582","64.625","65.2109985351563","65.8150024414063","65.7089996337891","65.4940032958984","65.379997253418","65.3320007324219","65.2870025634766","65.0189971923828","64.8420028686523","64.7590026855469","64.7360000610352","64.7190017700195","64.3410034179688","63.8479995727539","63.2620010375977","62.6370010375977","62.3390007019043","62.0890007019043","61.8610000610352",
"Bhutan","BTN","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.5460014343262","63.1100006103516","62.6920013427734","63.2470016479492","63.5449981689453","63.7130012512207","62.8359985351563","64.6569976806641","65.2099990844727","65.6869964599609","66.9280014038086","68.2740020751953","69.4349975585938","69.7429962158203","69.8050003051758","69.7740020751953","69.1589965820313","68.8079986572266","68.2160034179688","67.3600006103516","66.1210021972656","64.4680023193359","64.3160018920898","64.2760009765625","64.7929992675781","65.1829986572266","65.5220031738281",
"Botswana","BWA","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.4739990234375","62.2070007324219","60.9420013427734","58.3400001525879","58.117000579834","58.3269996643066","59.1730003356934","59.0410003662109","61.007999420166","63.0970001220703","61.1769981384277","59.4990005493164","57.5579986572266","59.0009994506836","60.4799995422363","62.5859985351563","62.2220001220703","66.5660018920898","64.8679962158203","63.0979995727539","63.3740005493164","63.625","63.6829986572266","64.0309982299805","63.5480003356934","63.2290000915527","63.148998260498",
"Central African Republic","CAF","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.8629989624023","72.9729995727539","72.947998046875","72.7819976806641","72.7509994506836","72.9049987792969","72.6630020141602","72.6169967651367","72.552001953125","72.6279983520508","72.5309982299805","72.4589996337891","72.5749969482422","72.3860015869141","72.3619995117188","72.2669982910156","72.2050018310547","72.2300033569336","72.1740036010742","72.1269989013672","72.1360015869141","72.1279983520508","73.0979995727539","72.7910003662109","72.7269973754883","72.6989974975586","72.7119979858398",
"Canada","CAN","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.4519996643066","58.048999786377","57.5999984741211","58.0620002746582","58.3059997558594","58.0750007629395","58.576000213623","59.3300018310547","60.1469993591309","60.8499984741211","60.689998626709","61.2430000305176","61.9669990539551","62.1829986572266","62.1069984436035","62.3930015563965","63.0470008850098","63.2080001831055","61.2449989318848","61.2109985351563","61.4210014343262","61.4370002746582","61.4720001220703","61.1990013122559","61.0359992980957","60.7779998779297","60.5890007019043",
"Central Europe and the Baltics","CEB","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.3048239348786","53.8233609591434","52.7043085541133","52.3142192917948","52.6811659451337","52.499741914058","53.0414429007974","52.7448274143675","51.5246774210534","50.1640661944329","49.4433848531856","47.8036949406882","48.0996430636628","47.9892523687428","48.1917462770644","49.3819000856743","50.6753393763097","51.5968696488806","50.6736718982842","50.0564815194823","50.031108473107","50.2948195320261","50.4228737023168","51.6166694335267","52.2024552779111","52.7390571175225","52.8347098572114",
"Switzerland","CHE","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.213996887207","66.5199966430664","65.8499984741211","64.9710006713867","65.1149978637695","65.0550003051758","64.4550018310547","65.3769989013672","65.6510009765625","65.5719985961914","66.1080017089844","65.7379989624023","65.0149993896484","64.3600006103516","64.0380020141602","64.7040023803711","65.2330017089844","65.9420013427734","65.4499969482422","64.7789993286133","65.3339996337891","65.3310012817383","65.3190002441406","65.5920028686523","65.5449981689453","65.3820037841797","65.2369995117188",
"Channel Islands","CHI","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.2669982910156","53.6240005493164","53.6459999084473","53.734001159668","53.7449989318848","53.8380012512207","53.9860000610352","54.1230010986328","54.4109992980957","54.5499992370605","54.4230003356934","54.451000213623","54.5559997558594","54.6749992370605","54.5390014648438","54.4539985656738","54.3330001831055","54.0859985351563","54.0069999694824","54.1650009155273","53.3549995422363","53.2109985351563","53.2910003662109","53.0890007019043","52.9339981079102","52.8059997558594","52.5779991149902",
"Chile","CHL","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.9300003051758","52.5359992980957","53.6940002441406","52.8440017700195","52.5410003662109","51.1689987182617","51.5890007019043","51.6450004577637","49.6940002441406","49.5470008850098","48.9480018615723","48.7169990539551","49.4339981079102","49.8860015869141","50.851001739502","51.6419982910156","52.4970016479492","53.3720016479492","52.2080001831055","55.5200004577637","57.2849998474121","57.6749992370605","58.2000007629395","58.3230018615723","58.5139999389648","58.3440017700195","58.2470016479492",
"China","CHN","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.4010009765625","75.7350006103516","75.7249984741211","75.6350021362305","75.3379974365234","75.1279983520508","74.8949966430664","74.515998840332","74.2070007324219","73.9520034790039","73.2460021972656","72.5510025024414","71.8130035400391","71.0309982299805","70.4550018310547","69.947998046875","69.6019973754883","68.7109985351563","68.3119964599609","67.9059982299805","67.8320007324219","67.7730026245117","67.7580032348633","67.6999969482422","67.6579971313477","67.5100021362305","67.2620010375977",
"Cote d'Ivoire","CIV","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.0449981689453","60.8769989013672","60.6269989013672","60.6980018615723","60.5639991760254","60.4300003051758","60.3549995422363","60.2569999694824","60.3349990844727","60.4449996948242","60.5060005187988","60.6199989318848","60.7050018310547","60.7480010986328","60.7960014343262","60.8460006713867","60.8779983520508","60.8880004882813","60.8839988708496","60.8930015563965","60.9160003662109","60.7029991149902","60.6800003051758","60.6800003051758","60.7140007019043","60.7459983825684","60.7939987182617",
"Cameroon","CMR","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.0130004882813","64.3119964599609","64.5910034179688","64.8320007324219","65.7819976806641","63.2939987182617","63.7400016784668","64.1790008544922","66.0149993896484","66.2249984741211","65.9390029907227","67.5039978027344","67.8929977416992","68.9759979248047","69.9860000610352","71.0199966430664","72.0749969482422","72.3509979248047","72.6279983520508","72.6809997558594","72.7170028686523","72.7580032348633","72.7850036621094","72.8190002441406","72.697998046875","72.661003112793","72.6579971313477",
"Congo, Dem. Rep.","COD","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.0270004272461","69.25","69.5130004882813","69.5780029296875","69.556999206543","69.5970001220703","69.6809997558594","69.6539993286133","69.6729965209961","69.7429962158203","69.7020034790039","69.609001159668","69.5","69.3880004882813","69.2900009155273","69.197998046875","69.0879974365234","68.9850006103516","68.9420013427734","68.8280029296875","68.745002746582","68.6660003662109","68.5709991455078","68.4700012207031","68.5120010375977","68.5380020141602","68.5650024414063",
"Congo, Rep.","COG","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.4770011901855","56.6599998474121","56.9140014648438","57.2089996337891","58.818000793457","58.7919998168945","59.1230010986328","59.4799995422363","58.1910018920898","56.5890007019043","60.8720016479492","60.5670013427734","60.4790000915527","60.3429985046387","58.439998626709","59.8660011291504","60.451000213623","60.9210014343262","58.5999984741211","59.6669998168945","60.7729988098145","62.9360008239746","62.9389991760254","62.8139991760254","62.4129981994629","62.0200004577637","61.7900009155273",
"Colombia","COL","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.8400001525879","49.2779998779297","50.2120018005371","51.2960014343262","52.3819999694824","51.9070014953613","53.0419998168945","52.5540008544922","50.5839996337891","51.5009994506836","56.2859992980957","57.1160011291504","59.3110008239746","57.9539985656738","58.8089981079102","57.1860008239746","56.8779983520508","57.2960014343262","58.9269981384277","59.5750007629395","60.3559989929199","61.1790008544922","61.5750007629395","62.2599983215332","62.4300003051758","61.8250007629395","61.4300003051758",
"Comoros","COM","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.1020011901855","42.9420013427734","43.1220016479492","43.3419990539551","43.2490005493164","43.3919982910156","43.3450012207031","43.4550018310547","43.5069999694824","43.5989990234375","43.6559982299805","43.7480010986328","43.9039993286133","44.1020011901855","44.1940002441406","44.4389991760254","44.6640014648438","44.8819999694824","45.101001739502","45.3320007324219","45.5060005187988","45.6689987182617","45.8320007324219","46.0270004272461","45.9949989318848","46.048999786377","46.1110000610352",
"Cabo Verde","CPV","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.0470008850098","55.3899993896484","55.6619987487793","55.9500007629395","56.1809997558594","56.3310012817383","56.4049987792969","56.439998626709","56.4179992675781","56.4930000305176","56.6290016174316","56.7639999389648","56.875","57.0769996643066","57.2709999084473","57.5750007629395","57.9609985351563","58.4010009765625","58.9189987182617","59.3079986572266","59.6780014038086","60.1300010681152","60.5460014343262","60.9269981384277","61.1469993591309","61.3549995422363","61.5690002441406",
"Costa Rica","CRI","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.0620002746582","55.3400001525879","55.9739990234375","56.1689987182617","56.3610000610352","54.0900001525879","56.3219985961914","57.8540000915527","56.9059982299805","55.9790000915527","57.8569984436035","57.3190002441406","56.9020004272461","55.9869995117188","57.7299995422363","58.1119995117188","59.6189994812012","58.8310012817383","56.6759986877441","55.1300010681152","55.576000213623","55.1679992675781","55.8050003051758","55.6510009765625","55.6619987487793","56.0589981079102","56.3540000915527",
